part	groupCount	sourceText
8	1	Pierś z indyka w brzoskwiniach
8	1	Pierś z kaczki z mirabelkami
8	1	Pierś z kaczki ze szparagami i pieprzem
8	1	Pikantna azjatycka zupa wg Andrzeja Andrzejczaka
8	1	Pikantna jarzynowa z suszonymi pomidorami
8	1	Pikantna konfitura z mandarynek i chilli
8	1	Pikantna konfitura z melona
8	1	Pikantna pasta kanapkowa z marchewki
8	1	Pikantna zupa pomidorowa
8	1	Pikantna zupa rybna z migdałami
8	1	Pikantna zupa wiśniowa
8	1	Pikantna zupa z soczewicy
8	1	Pikantny gulasz z kurczaka
8	1	Pikantny gulasz z wołowiną
8	1	Pikantny krem marchewkowy z grzybami
8	1	Pikantny kurczak i smażona papryka
8	1	Pizzerinki na dyni z mielonym
8	1	Pizzerinki z cukinii
8	1	Pizzerinki z dyni z sałatką
8	1	Placki cukiniowo-czekoladowe
8	1	Placki ziemniaczano-cukiniowe
8	1	Placuszki jogurtowo-migdałowe
8	1	Placuszki keto na słodko
8	1	Placuszki keto z sosem truskawkowo-orzechowym
8	1	Placuszki ruskie z kurkami i suszonymi pomidorami
8	1	Placuszki z ricotty
8	1	Podudzia z kurczaka w sosie Pati
8	1	Polenta na słodko
8	1	Polenta śmietankowo-cytrynowa
8	1	Policzki wieprzowe wg Andrzeja Andrzejczaka
8	1	Polędwica w cieście francuskim
8	1	Polędwica z pieczarkami
8	1	Polędwiczka wieprzowa z cukinią i surówką z kapusty
8	1	Polędwiczka wieprzowa „pissaladière”
8	1	Polędwiczka z jabłkami
8	1	Polędwiczki wieprzowe w sosie 4 sery
8	1	Polędwiczki wieprzowe w sosie kurkowym
8	1	Polędwiczki wieprzowe w sosie śmietanowym z pieczarkami
8	1	Polędwiczki z brzoskwiniami w kremowym sosie
8	1	Pomidorowa zupa rybna
8	1	Pomidorowe risotto z krewetkami
8	1	Pomidorowo-orzechowe curry z kurczakiem
8	1	Pomidorowy gulasz wołowy z tymiankiem i marchewką
8	8	Por
8	1	Potrawka drobiowa z kalafiorem
8	1	Potrawka kurczak curry z dynią
8	1	Potrawka z boczniaków
8	1	Potrawka z cielęciny
8	1	Potrawka z dorszem i szparagami
8	1	Potrawka z duszonej dyni piżmowej i chorizo
8	1	Potrawka z indyka i kasztanów
8	1	Potrawka z karkówki wg Kiszki
8	1	Potrawka z kurczaka
8	1	Potrawka z łososia z mleczkiem kokosa
8	1	Potrawka z łososia z rozmarynem
8	1	Powidła śliwkowe
8	1	Prosty chleb żytni z ziarenkami
8	1	Prosty mus czekoladowy
8	1	Przecier gruszkowo-mandarynkowy
8	1	Przecier kasztanowo-gruszkowy
8	1	Przecier z brokułów
8	1	Przecier z czerwonych owoców
8	1	Przecier z granny i łuskanego grochu
8	10	Przegrzebek
8	1	Przekąska pomidorowa na cieście francuskim
8	1	Przepiórka w winogronach i winie
8	4	Pszenica
8	1	Pudding gotowany na parze
8	1	Pudding imbirowo-kokosowy
8	1	Pudding kasztanowy
8	1	Pudding migdałowy z morelami
8	1	Pudding mleczno-kokosowy
8	1	Pudding na bazie czekolady i croissant'ów
8	1	Pudding ryżowy z nektarynkami
9	1	Pudding ryżowy z pigwą i jabłkiem
9	1	Pudding z nasion chia z jabłkami
9	1	Puddingi z dżemem
9	1	Pulpeciki gołąbkowe wg. Pati Sołtysik
9	1	Pulpeciki w sosie śmietankowo-koperkowym
9	1	Pulpeciki wieprzowo-krewetkowe Kiszki
9	1	Pulpeciki wołowe z sosem kurkowym
9	1	Pulpeciki z fasoli adzuki
9	1	Pulpety mięsne w sosie estragonowym
9	1	Pulpety w kremie bisque
9	1	Pulpety w sosie pieczarkowym z kaszą pęczak
9	1	Pulpety wołowe na parze
9	1	Puree gruszkowo-bananowe
9	1	Puree kalafiorowe z kiełbaskami
9	1	Puree marchewkowe z orzechami
9	1	Puree z groszku z duszoną kapustą
9	1	Puree z owoców
9	1	Puree ziemniaczane
9	1	Puree ziemniaczane z ziołami i cytryną
9	1	Purée kalafiorowe z parmezanem
9	1	Purée orzechowe z grillowanym serem halloumi
9	1	Puszyste ciasto budyniowe ze śliwkami
9	1	Pyszny kapuśniak
9	1	Quiche bez spodu
9	1	Quinotto z zielonymi warzywami
9	1	Racuch z młodą cebulką
9	1	Racuchy kokosowe z owocami
9	1	Racuchy z brzoskwinią i jabłkiem
9	1	Racuchy z owocami
9	1	Ragu z polędwiczek wieprzowych
9	1	Ragù wołowe z suszonymi pomidorami
9	1	Ramen
9	1	Ratatouille
9	1	Ravioli z gorgonzolą i orzechami włoskimi
9	1	Rigatoni alla vodka
9	1	Risotto szparagowe
9	1	Risotto z burakami
9	1	Risotto z czerwonej soczewicy
9	1	Risotto z dynią
9	1	Risotto z grzybami i szpinakiem
9	1	Risotto z karczochami i czerwonym pesto
9	1	Risotto z kaszy gryczanej i grzybów
9	1	Risotto z kaszą gryczaną i kurkami
9	1	Risotto z krewetkami i klementynkami
9	1	Risotto z kurczakiem i brokułem
9	1	Risotto z kurczakiem i chorizo
9	1	Risotto z kurczakiem i pesto
9	2	Risotto z kurkami
9	1	Risotto z pancettą i groszkiem
9	1	Risotto z pesto i papryką
9	1	Risotto z pomidorami
9	1	Risotto z szafranem
9	1	Rogale zapiekane we flanie waniliowym
9	1	Rolada cielęca faszerowana grzybami i koperkiem
9	1	Rosół
9	1	Rosół z perliczki
9	1	Rosół z ziemniakami
9	1	Rustykalna zupa z jajkiem na twardo
9	1	Rustykalne leczo z kremem gorgonzola
9	1	Ryba po turecku
9	1	Ryba w mleczku kokosowym
9	2	Ryba z frytkami
9	1	Ryba z warzywami na parze
9	1	Ryba zapiekana z fasolką i batatami
9	1	Rybna terrina z wasabi
9	5	Ryż
9	1	Ryż basmati na chrupko z kminem
9	1	Ryż biryani
9	2	Ryż brązowy
9	4	Ryż długoziarnisty
9	1	Ryż na mleku z owocami
9	1	Ryż po egipsku
9	1	Ryż po hiszpańsku jednogarnkowy
9	1	Ryż po indyjsku
9	1	Ryż po indyjsku z jajkiem curry
9	1	Ryż po indyjsku z kurczakiem
9	1	Ryż z cukinią i pieczarkami
9	1	Ryż z grzybami
9	1	Ryż z pikantną ciecierzycą
9	1	Ryż z warzywami
9	1	Ryż z ziarnami i przyprawami
9	1	Ryż z zielonym curry i fasolką mung
9	10	Rzepa
9	1	Różowy makaron bez glutenu
9	1	Sadzone na szpinaku i pistacjach
9	1	Sadzone w koszyczkach
9	1	Sambousek
9	1	Samosy czekoladowo-bananowe
9	1	Sałatka brokułowa z łososiem
9	1	Sałatka cezar z krewetkami
9	1	Sałatka feta w słoiku
9	1	Sałatka gyros z sosem feta-czosnek i miętą
9	1	Sałatka jarzynowa
9	1	Sałatka jarzynowa z pieczonymi warzywami
9	1	Sałatka makaronowa z pomidorem
9	1	Sałatka po meksykańsku z nachosami
9	1	Sałatka z ananasem i kurczakiem
9	1	Sałatka z arbuza na ciepło z burratą, oliwkami i tymiankiem
9	1	Sałatka z blanszowaną gruszką
9	1	Sałatka z bobem
10	1	Sałatka z brokułem
10	1	Sałatka z brzoskwinią i serem pleśniowym
10	1	Sałatka z brzoskwiń i komosy ryżowej
10	1	Sałatka z bulguru z ziołami
10	1	Sałatka z burakiem, fetą, orzechami i rodzynkami
10	1	Sałatka z buraków i malin
10	1	Sałatka z cieciorki i sezamu
10	1	Sałatka z figą i boczkiem
10	1	Sałatka z groszkiem i morelą
10	1	Sałatka z jajkiem
10	1	Sałatka z komosy ryżowej z pomarańczami, szpinakiem i oliwą chilli
10	1	Sałatka z krewetkami i szparagami
10	1	Sałatka z kurczaka w słoiku
10	1	Sałatka z kurczakiem (dla IO)
10	1	Sałatka z kurczakiem i fasolką
10	1	Sałatka z łososia i fasolki szparagowej
10	1	Sałatka ze smażonym camembertem
10	1	Sałatka ziemniaczana z kiszonym ogórkiem
10	1	Sałatka ziemniaczana z łososiem
10	1	Schab czosnkowy
10	1	Schab duszony
10	1	Schab w sosie własnym wg Kiszki
10	1	Schab w sosie z suszonych pomidorów z marchewką i rozmarynem
10	1	Schab wieprzowy w sherry
10	1	Schabowy na bogato
10	1	Schabowy w panko z puree i marchewką
10	1	Scotch broth wg Andrzeja Andrzejczaka
10	1	Serniczki
10	1	Sernik baskijski
10	1	Sernik jabłkowo-orzechowy
10	1	Sernik kasztanowy
10	1	Sernik nowojorski
10	1	Sernik wielkanocny
10	1	Sernik „włoska deska serów”
10	1	Sernikowe werynki
10	1	Serowe grzybki
10	1	Skorupiaki z drobiem i serem
10	1	Skorupiaki z warzywami
10	1	Skrzydełka kurczaka w marynacie z coli
10	1	Skrzydełka z kurczaka
10	1	Sloppy joe
10	1	Smażona cielęcina z bakłażanem
10	1	Smażona wołowina teriyaki
10	1	Smażone krewetki tandoori
10	6	Soczewica
10	1	Soczewica beluga z krewetkami
10	1	Soczewica po kantońsku
10	1	Soczewica z bakłażanem i pomidorami
10	1	Soffritto
10	1	Solanka ukraińska wg Andrzeja Andrzejczaka
10	1	Sos boloński a la chef
10	1	Sos jabłkowo-miodowy
10	1	Sos karmelowo-mandarynkowy
10	1	Sos ragu bolognese do makaronu
10	1	Sos serowy z jalapeño
10	1	Spaghetti z buraczanym pesto
10	1	Stek bavette z salsą z kukurydzy i zielonej papryki, nachosami i smażonym jalapeño
10	1	Stek wołowy z brokułem
10	1	Stek z antrykotu
10	1	Stek z rostbefu
10	1	Steki z kalafiora
10	1	Sticky rice z mango
10	1	Strogonow
10	1	Strogonow z kurczaka
10	1	Sudański kebab
10	1	Sundubu Jjigae, wegański gulasz z tofu
10	1	Supplì alla Amatriciana
10	1	Swojska kiełbasa z sałatką
10	1	Szakszuka
10	1	Szakszuka na pomidorach cherry
10	1	Szakszuka z awokado
10	1	Szarpana wieprzowina
10	1	Szaszłyki z kiełbasą
10	1	Szaszłyki z kiełbasą i śliwką
10	1	Szaszłyki z kurczaka w stylu greckim
10	1	Sznycelki z indyka z papryką w słodkim sosie
10	25	Szparag
10	5	Szpinak
10	1	Szybka korma z wołowiną
10	1	Szybka zupa z boczniaków z serkiem topionym
10	1	Szybki chleb
10	1	Szybkie ciasto makowo-migdałowe
10	1	Szynka w sosie musztardowym
10	1	Szynka wieprzowa w sosie po cygańsku
10	1	Słodko-kwaśna kapusta pekińska
10	1	Słodko-kwaśna wieprzowina
10	1	Słodko-kwaśne żeberka wieprzowe
10	1	Słodycze „Dulce de leche”
10	1	Słoneczna zupa jarzynowa
10	1	Słony karmel
10	1	Tacos Al Pastor wg Andrzeja Andrzejczaka
10	1	Tacosy z wołowiną
10	1	Tadżin z wołowiny i marchwi
10	1	Tagina z dorsza z oliwkami
10	1	Tagliatelle z tuńczykiem i pomidorami
10	1	Tajska wieprzowina na ostro z fasolką
10	1	Tajskie burrito
10	1	Tarta na spodzie z twarogu z truskawkami
10	1	Tarta z kozim serem i figami
10	1	Tażin z jagnięciną i suszonymi śliwkami
11	1	Tażin z oliwkami i kurczakiem
11	1	Terrina z marchewką i kminkiem
11	1	Terrina z ricottą i papryką
11	1	Tiramisu
11	1	Tofu z ryżem i curry
11	1	Tom kha gai
11	1	Topinambur w miso z dymką
11	1	Torta caprese, włoskie ciasto z migdałami
11	1	Tortellini w sosie z gorgonzoli
11	1	Tortellini z boczkiem i szpinakiem
11	2	Tortellini z szynką i parmezanem
11	1	Tortellini ze szpinakiem
11	1	Tortilla z kurczakiem i warzywami
11	1	Tortille z wołowiną
11	1	Tosty francuskie
11	1	Tosty francuskie z cukinią i parmezanem
11	1	Tradycyjna pannacotta
11	1	Tradycyjny gulasz z kapusty
11	1	Truskawki i rabarbar pod kruszonką
11	7	Tuńczyk
11	1	Twarożek z czerwonymi jagodami
11	1	Tęczowy ryż z harissą na grilla
11	1	Udka z kurczaka w pomarańczach z goździkami i imbirem
11	1	Udka z kurczaka w sosie barbecue
11	1	Udon po azjatycku z kurczakiem, papryką i marchewką
11	1	Vege burgery burczane
11	1	Warkocz z kurkami
11	1	Warzywna carbonara
11	1	Warzywna zapiekanka pasterska
11	1	Warzywne curry
11	1	Warzywne czerwone curry
11	1	Warzywne frytki
11	1	Warzywny cheesburger
11	1	Warzywny ramen
11	1	Warzywny stir-fry
11	1	Wegańska moussaka
11	1	Wegańskie spaghetti po bolońsku
11	1	Wegetariańskie enchiladas
11	1	Wegetariańskie gołąbki
11	1	Werynki z dorszem i bobem
11	1	Wiejski kociołek z mięsem, warzywami i ostrą papryką
11	1	Wielkanocna jagnięcina
11	1	Wieprzowe golonki w miodzie
11	36	Wieprzowina
11	1	Wieprzowina po chińsku z ryżem
11	1	Wieprzowina w sosie karmelowym
11	1	Wieprzowina w stylu BBQ
11	1	Wieprzowina z chili i orzechami
11	1	Wieprzowina z curry po wietnamsku
11	1	Wigilijna fasola jaś z duszoną cebulką i olejem lnianym
11	1	Wigilijna kapusta z grochem
11	1	Wigilijna kapusta z grochem i grzybami
11	1	Wigilijne pierogi z kapustą i grzybami
11	1	Wigilijny karp po żydowsku z chutneyem korzennym z rodzynek
11	1	Wigilijny kompot z suszu
11	1	Wilgotne ciasto cytrynowe
11	1	Wiosenna sałatka
11	1	Wiosenna sałatka z indykiem
11	1	Wiosenna zupa jarzynowa z chrzanem i kiełbaską
11	1	Wiosenne risotto wg Bartka Boratyna
11	1	Wiosenny krem koperkowy z rzodkiewką
11	27	Wołowina
11	1	Wołowina po burgundzku
11	1	Wołowina po katalońsku
11	1	Wołowina w stylu koreańskim
11	1	Wołowina z borówkami
11	1	Wołowina z soczewicą i cytryną
11	1	Wołowina z ziemniakami
11	1	Wołowina z ziołami po persku
11	1	Wrapy w stylu boliwijskim
11	1	Wrapy z pastą z ciecierzycy
11	1	Wypasiony bajgel z jajkiem
11	1	Wątróbka z jabłkiem
11	1	Wędzona wołowina z fasolą
11	1	Włoski pasztet cielęcy
11	1	Zapiekana lasagne
11	1	Zapiekana musaka
11	1	Zapiekana pierś z kurczaka
11	1	Zapiekane figi wg Kiszki Ziemniaczanej
11	1	Zapiekane jajka z serem mimolette
11	1	Zapiekanka Batmana
11	1	Zapiekanka z batatów
11	1	Zapiekanka z cukinii
11	1	Zapiekanka z dorsza i pasternaku
11	1	Zapiekanka z kaszy i grzybów
11	1	Zapiekanka ziemniaczana
11	1	Zapiekanka ziemniaczana z boczkiem i cebulą
11	1	Zapiekanka ziemniaczana z łososiem
11	1	Zapiekany bakłażan z mozzarellą i parmezanem
11	1	Zapiekany czekoladowy krem brulee
11	1	Zapiekany kalafior z labneh paprykowym
11	1	Zielenina w tajskim bulionie
11	1	Zielona fasolka szparagowa z zielonym majonezem kolendrowo-cytrynowym
11	1	Zielona fasolka według Babci Eli
11	1	Zielona miska z jajkiem
11	1	Zielone curry z kurczakiem
11	1	Zielone curry z kurczakiem i ananasem
11	1	Zielone curry z rybą
11	1	Zielone gazpacho (na zimno)
11	1	Zielone risotto z indykiem
12	1	Ziemniaczki pieczone z parmezanem i przyprawami
12	1	Ziemniaczki z miso i sezamem
12	19	Ziemniak
12	1	Ziemniaki po indyjsku
12	1	Ziemniaki pod kremem serowo-paprykowym
12	1	Ziemniaki z soczewicą i warzywami
12	1	Ziemniaki z wołowiną i serem cheddar
12	1	Zimowa jaglanka z karmelizowaną gruszką
12	1	Zimowa zupa warzywna
12	1	Zupa batatowa z wołowiną
12	1	Zupa boczniakowa
12	1	Zupa brukselkowa
12	1	Zupa buraczkowa z warzywami i zacierką
12	1	Zupa carbonara
12	1	Zupa cebulowa
12	1	Zupa cebulowa z brokułami
12	1	Zupa chorba
12	1	Zupa chrzanowa wg Kiszki Ziemniaczanej
12	1	Zupa czosnkowa według Kiszki
12	1	Zupa dyniowa wg Kiszki Ziemniaczanej
12	1	Zupa dyniowa z soczewicą i boczniakami
12	1	Zupa fasolowa ze skwarkami
12	1	Zupa gołąbkowa
12	1	Zupa grochowa
12	1	Zupa groszkowo-szparagowa
12	1	Zupa grzybowa
12	1	Zupa jarzynowa z nowalijek
12	1	Zupa kalafiorowa
12	1	Zupa kalafiorowa z imbirem
12	1	Zupa koperkowa wg Pati Sołtysik
12	1	Zupa koperkowa z pulpecikami wg Kiszki
12	1	Zupa krem z buraka z pastą pieczarkowo-grzybową
12	1	Zupa krem z pora z borowikami
12	1	Zupa marchewkowa
12	1	Zupa Minestrone
12	1	Zupa miso
12	1	Zupa ogórkowa
12	1	Zupa pieczarkowa
12	1	Zupa po chińsku
12	1	Zupa pomidorowa po turecku
12	1	Zupa pomidorowa z cukinią wg Pati
12	1	Zupa porowa z wołowiną
12	1	Zupa rosolnik
12	1	Zupa rybna
12	1	Zupa szczawiowa wg Kiszki
12	1	Zupa szparagowa z mascarpone
12	1	Zupa szparagowa z serem feta
12	1	Zupa tajska według Kiszki Ziemniaczanej
12	1	Zupa tex-mex
12	1	Zupa tortellini z kurczakiem
12	1	Zupa truskawkowo-cytrusowa
12	1	Zupa wietnamska z kurczakiem
12	1	Zupa z ciecierzycy z batatami
12	1	Zupa z cukinii i szpinaku
12	1	Zupa z czerwonej soczewicy
12	1	Zupa z grochu
12	1	Zupa z kapusty i miso
12	1	Zupa z kurczakiem i suszonymi pomidorami
12	1	Zupa z marchewki
12	1	Zupa z marchewki i królewskiej krewetki
12	1	Zupa z mleczkiem kokosowym i owocami
12	1	Zupa z orzeszkami ziemnymi
12	1	Zupa z owoców i herbaty jaśminowej
12	1	Zupa z owoców letnich
12	1	Zupa z pesto
12	1	Zupa z pieczonej cebuli
12	1	Zupa z ricottą i rzeżuchą wodną
12	1	Zupa z soczewicy i wędzonego boczku
12	1	Zupa z soczewicą
12	1	Zupa z soczewicą i ziołami
12	1	Zupa z suszonych warzyw z makaronem
12	1	Zupa z Vichy
12	1	Zupa z zielonego groszku z kozim serem
12	1	Zupa ze szparagami i mascarpone
12	1	Zupa ze słodkich ziemniaków
12	1	Zupa ziemniaczana wg Pati Sołtysik
12	1	Zupa ziemniaczana z czarnym pieprzem
12	1	Łopatka wołowa w piwie
12	6	Łosoś
12	1	Łosoś na parze z korzennymi gruszkami
12	1	Łosoś pieczony z pomidorkami i fetą
12	1	Łosoś pod pistacjową pierzynką
12	1	Łosoś tikka masala
12	1	Łosoś w sosie cytrynowym
12	1	Łosoś w sosie pieprzowym
12	1	Łosoś w sosie z białymi szparagami
12	1	Łosoś w ziołach z pistacjami
12	1	Łosoś z imbirem i bobem
12	1	Łosoś z kukurydzą i zielonym groszkiem
12	1	Łosoś z makaronem
12	1	Łosoś ze szparagami i frytkami z selera
12	1	Łosoś ze szpinakiem i fetą
12	1	Śliwki pod kruszonką
12	1	Śliwki pod kruszonką wg Pati Sołtysik
12	1	Śliwki w cieście kruchym
12	1	Śmietankowo-czekoladowe pucharki
12	1	Śmietankowy szpinak z hot-dogami
12	1	Świąteczna ryba po grecku wg Pati
12	1	Świąteczna sałatka w wersji keto
12	1	Świąteczne muffinki z jajkiem
13	1	Świąteczne śledzie po kaszubsku (sos)
13	1	Świąteczny aromatyczny bigos wg Pati
13	1	Świąteczny kompot z suszu
13	1	Świąteczny pudding
13	5	Żabnica
13	1	Żabnica w sosie amerykańskim
13	1	Żeberka po chińsku wg Kiszki
13	1	Żeberka w barbecue z fioletowym ziemniakiem
13	1	Żeberka w miodowej glazurze
13	1	Żeberka w sosie miodowo-śliwkowym na kapuście kiszonej
13	1	Żeberka wieprzowe
13	1	Żurek
13	1	„Niesamowite” risotto
